Frame,Time (ns),Solvent accessible surface area
1,0.0,19954.952424005372
2,0.100002,19688.39043818132
3,0.200004,19514.179512305593
4,0.30000600000000005,19735.043629561336
5,0.400008,19657.54470704856
6,0.50001,19975.383988551886
7,0.6000120000000001,19588.354071302078
8,0.700014,19778.682288893986
9,0.800016,19363.57983675037
10,0.900018,19506.44385148989
11,1.00002,19514.884550286664
12,1.1000219999999998,19772.410753899352
13,1.2000240000000002,19527.885041662183
14,1.3000260000000001,19922.663187688777
15,1.400028,19970.081817874012
16,1.50003,19790.589189171253
17,1.600032,20408.822556362287
18,1.700034,20112.881357940336
19,1.800036,20294.812297856908
20,1.9000380000000001,20396.658088590506
21,2.00004,20696.727608678655
22,2.1000419999999997,20516.087072532126
23,2.2000439999999997,20339.264781447553
24,2.300046,19860.50808898932
25,2.4000480000000004,20042.658333983953
26,2.5000500000000003,19835.538779365448
27,2.6000520000000003,19668.810930355106
28,2.700054,20108.823335025627
29,2.800056,19581.117804071764
30,2.900058,20006.98526763411
31,3.00006,19712.886457442797
32,3.100062,19866.467298403484
33,3.200064,19660.504543513358
34,3.300066,19924.964473022155
35,3.400068,19797.174601023402
36,3.50007,19953.400812783093
37,3.600072,19907.728699320785
38,3.700074,19717.981247265365
39,3.8000760000000002,19757.023567561613
40,3.900078,19871.4500770467
41,4.00008,19461.41936594611
42,4.1000820000000004,19562.60660552527
43,4.2000839999999995,19538.620000521045
44,4.300086,19529.360453918373
45,4.400087999999999,19994.229111391604
46,4.50009,19590.43528366508
47,4.600092,19524.8258687119
48,4.700094,19686.86640721421
49,4.800096000000001,19623.854925160416
50,4.900098,19365.18881931688
51,5.000100000000001,19812.060054918653
52,5.100102,19517.94889353772
53,5.2001040000000005,19411.95270832181
54,5.3001059999999995,19409.29319933648
55,5.400108,19735.496078000273
56,5.500109999999999,19785.048374864426
57,5.600112,19826.795720144153
58,5.700114,19510.547867726975
59,5.800116,19798.193399820317
60,5.900118,19520.72369446426
61,6.00012,19674.728208346358
62,6.100122000000001,19444.479226095456
63,6.200124,19627.223647669158
64,6.300126000000001,19541.764818770233
65,6.400128,19619.371143398777
66,6.50013,19845.46796127477
67,6.600132,19614.7231998612
68,6.700134,19397.0971232733
69,6.800136,19426.146595562674
70,6.900138,19366.25188763959
71,7.00014,19469.179544311646
72,7.100142,19552.25756545083
73,7.200144,19440.81884409588
74,7.300146,19387.93594250378
75,7.400148,19214.71643099882
76,7.5001500000000005,18974.64527414693
77,7.6001520000000005,19128.414796373236
78,7.700154,19316.931829824443
79,7.800156,19267.255324121346
80,7.900158,19402.912773567255
81,8.00016,19305.62275575642
82,8.100162000000001,19123.39673876295
83,8.200164000000001,19068.921826613117
84,8.300166,19250.41599742618
85,8.400167999999999,19249.119623544142
86,8.50017,19439.99642764159
